,Kind,Name,AvgCyclomatic,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethodAll,CountDeclMethod,CountDeclMethodPublic,CountLineCode,MaxInheritanceTree,PercentLackOfCohesion,Change
492,Public Class,com.android.gallery3d.filtershow.filters.ImageFilterBwFilter,1,1,2,0,4,0,23,4,3,34,3,0,Lines Increased
493,Public Class,com.android.gallery3d.filtershow.filters.ImageFilterChanSat,1,1,3,0,13,4,52,13,5,102,3,84,No Change
494,Public Class,com.android.gallery3d.filtershow.filters.ImageFilterColorBorder,1,1,2,0,6,5,22,6,5,52,2,80,Lines Increased
495,Public Class,com.android.gallery3d.filtershow.filters.ImageFilterContrast,1,1,2,0,4,0,23,4,3,31,3,0,No Change
496,Public Class,com.android.gallery3d.filtershow.filters.ImageFilterContrast,1,1,2,0,4,0,23,4,3,30,3,0,No Change
497,Public Class,com.android.gallery3d.filtershow.filters.ImageFilterDownsample,2,1,4,0,3,1,22,3,3,46,3,66,Lines Increased
498,Public Class,com.android.gallery3d.filtershow.filters.ImageFilterDraw,1,1,7,0,10,5,26,10,9,209,2,72,Lines Increased
499,Class,com.android.gallery3d.filtershow.filters.ImageFilterDraw.Brush,1,2,2,0,6,3,6,6,5,66,1,77,No Change
500,Public Interface,com.android.gallery3d.filtershow.filters.ImageFilterDraw.DrawStyle,0,0,1,2,2,0,2,2,2,5,0,0,No Change
501,Class,com.android.gallery3d.filtershow.filters.ImageFilterDraw.SimpleDraw,2,2,1,0,3,2,3,3,3,34,1,50,No Change
502,Public Class,com.android.gallery3d.filtershow.filters.ImageFilterEdge,1,1,2,0,4,0,23,4,3,27,3,0,Lines Increased
503,Public Class,com.android.gallery3d.filtershow.filters.ImageFilterExposure,1,1,2,0,4,0,23,4,3,30,3,0,Lines Increased
504,Public Class,com.android.gallery3d.filtershow.filters.ImageFilterFx,2,1,4,1,8,4,24,8,7,71,2,75,Lines Increased
